name,id,align,eye,hair,sex,alive,appearances,first appearance,year
kull (earth-616),public identity,good characters,grey eyes,black hair,male characters,living characters,84.0,oct-70,1970.0
greasy (earth-616),,bad characters,,,male characters,living characters,2.0,jul-98,1998.0
janice caccone (earth-616),public identity,neutral characters,,,female characters,deceased characters,3.0,nov-74,1974.0
myron delasco (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,1.0,apr-46,1946.0
grungnir (earth-616),,bad characters,,,male characters,living characters,1.0,jan-86,1986.0
al-thahab al-aswad (earth-616),public identity,good characters,black eyes,black hair,male characters,deceased characters,3.0,,
roy james (earth-616),no dual identity,bad characters,,black hair,male characters,living characters,1.0,mar-47,1947.0
sheoke sanada (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,25.0,jan-84,1984.0
victor infante (earth-616),,neutral characters,,,male characters,living characters,5.0,aug-02,2002.0
concussion (earth-616),secret identity,good characters,,black hair,male characters,living characters,2.0,oct-86,1986.0
seth (earth-616),no dual identity,bad characters,brown eyes,red hair,male characters,living characters,53.0,oct-75,1975.0
lady lotus (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,8.0,feb-79,1979.0
professor tang (earth-616),public identity,bad characters,,white hair,male characters,deceased characters,1.0,may-43,1943.0
draconis (earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,living characters,3.0,may-07,2007.0
wilbur garvin (earth-616),public identity,good characters,,bald,male characters,living characters,6.0,jun-80,1980.0
sandman (alien) (earth-616),secret identity,bad characters,,,male characters,living characters,2.0,jul-61,1961.0
stegor (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,1.0,aug-73,1973.0
avios (earth-616),no dual identity,good characters,white eyes,,male characters,living characters,3.0,oct-00,2000.0
guy de montfort (earth-616),public identity,bad characters,,black hair,male characters,living characters,1.0,sep-55,1955.0
psimon (earth-616),secret identity,good characters,,bald,male characters,living characters,8.0,oct-99,1999.0
joe (cameraman) (earth-616),public identity,,,red hair,male characters,living characters,4.0,feb-65,1965.0
clown (franklin) (earth-616),secret identity,bad characters,,,male characters,living characters,8.0,aug-09,2009.0
hector ridondo (earth-616),secret identity,good characters,black eyes,black hair,male characters,deceased characters,9.0,may-00,2000.0
once-upon-a-time (earth-616),secret identity,good characters,,white hair,male characters,living characters,1.0,jul-43,1943.0
stalax (earth-616),,good characters,,,male characters,living characters,11.0,may-83,1983.0
daniel davis (earth-616),secret identity,bad characters,,,male characters,living characters,3.0,sep-93,1993.0
headstone p. gravely (earth-616),,neutral characters,,,male characters,living characters,11.0,oct-69,1969.0
limpy savoy (earth-616),public identity,bad characters,,black hair,male characters,deceased characters,1.0,nov-40,1940.0
aaron english (earth-616),public identity,good characters,,strawberry blond hair,male characters,living characters,18.0,sep-77,1977.0
tony sloan (earth-616),no dual identity,bad characters,,white hair,male characters,living characters,1.0,mar-46,1946.0
jonathan garrett (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,31.0,sep-86,1986.0
jonathan somers (earth-616),,,,black hair,male characters,deceased characters,2.0,may-00,2000.0
daniel jones (torpedo) (earth-616),,good characters,,blond hair,male characters,living characters,14.0,dec-77,1977.0
heindrich von wilhelm innsbruck (earth-616),secret identity,bad characters,,white hair,male characters,living characters,1.0,may-74,1974.0
lazarus (earth-616),secret identity,bad characters,,white hair,male characters,living characters,4.0,jan-75,1975.0
colonel schutter (earth-616),public identity,bad characters,,bald,male characters,deceased characters,1.0,dec-42,1942.0
gummi (earth-616),public identity,good characters,green eyes,black hair,female characters,living characters,3.0,jul-97,1997.0
phay (earth-616),,bad characters,,,male characters,living characters,4.0,jun-89,1989.0
hulk (robert bruce banner),public identity,good characters,brown eyes,brown hair,male characters,living characters,2017.0,may-62,1962.0
henrietta hunter (earth-616),public identity,good characters,,black hair,female characters,living characters,6.0,oct-03,2003.0
lilandra neramani (earth-616),no dual identity,good characters,orange eyes,black hair,female characters,deceased characters,170.0,feb-76,1976.0
judith klemmer (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,3.0,aug-75,1975.0
marduk (sons of satannish) (earth-616),secret identity,bad characters,,black hair,male characters,living characters,5.0,dec-68,1968.0
sugar kane (earth-616),public identity,good characters,,blond hair,female characters,living characters,6.0,aug-01,2001.0
katerina van horn (earth-616),public identity,,blue eyes,red hair,female characters,living characters,42.0,apr-73,1973.0
symbol of doom (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,1.0,dec-43,1943.0
sergei yesenofsky (earth-616),,bad characters,,,male characters,living characters,3.0,jun-97,1997.0
kaminari (goddess) (earth-616),,good characters,,white hair,female characters,living characters,2.0,jul-06,2006.0
lance johnson (earth-616),public identity,neutral characters,,brown hair,male characters,living characters,1.0,dec-41,1941.0
william hao (earth-616),,bad characters,,,male characters,living characters,8.0,oct-76,1976.0
joseph hogan (earth-616),public identity,neutral characters,blue eyes,bald,male characters,living characters,33.0,aug-62,1962.0
paingloss (earth-616),secret identity,good characters,,,male characters,living characters,1.0,jul-75,1975.0
astrid mordo (earth-616),,bad characters,brown eyes,black hair,female characters,living characters,4.0,feb-96,1996.0
samuel (down acres) (earth-616),no dual identity,neutral characters,white eyes,,male characters,living characters,2.0,,
jeffrey haight (earth-616),public identity,neutral characters,black eyes,black hair,male characters,living characters,6.0,,
baron samedi (aim) (earth-616),,bad characters,,white hair,male characters,living characters,3.0,dec-73,1973.0
neptunus (earth-616),secret identity,,,,male characters,living characters,2.0,sep-80,1980.0
myra haddock (earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,6.0,nov-97,1997.0
unam (earth-616),secret identity,good characters,,,male characters,deceased characters,7.0,oct-83,1983.0
living buddha (earth-616),secret identity,bad characters,green eyes,black hair,male characters,deceased characters,2.0,jul-73,1973.0
anthony zerbe (earth-616),,bad characters,,blond hair,male characters,living characters,4.0,dec-87,1987.0
doctor narr (earth-616),,bad characters,,white hair,male characters,deceased characters,1.0,jun-40,1940.0
sharkskin (earth-616),secret identity,neutral characters,,black hair,male characters,living characters,3.0,oct-89,1989.0
max eisenhardt (earth-616),public identity,neutral characters,grey eyes,bald,male characters,living characters,709.0,sep-63,1963.0
thrunhild (earth-616),,,,,female characters,living characters,1.0,dec-84,1984.0
cut (wendy) (earth-616),secret identity,bad characters,,,female characters,living characters,5.0,jan-08,2008.0
yussuf hussain (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,5.0,nov-08,2008.0
harold schmidt (earth-616),public identity,good characters,,white hair,male characters,living characters,1.0,sep-40,1940.0
"han, chang, lin, sun, and ho tao-yu (earth-616)",secret identity,bad characters,brown eyes,black hair,male characters,living characters,25.0,aug-80,1980.0
red queen (earth-616),,bad characters,,red hair,female characters,living characters,16.0,apr-84,1984.0
beak (robber) (earth-616),,bad characters,,black hair,male characters,living characters,1.0,jun-45,1945.0
mister kenneth (earth-616),no dual identity,neutral characters,,,male characters,deceased characters,2.0,nov-01,2001.0
gallon (asgardian) (earth-616),,good characters,,,male characters,living characters,1.0,jun-89,1989.0
ja kyee lrurt (earth-616),no dual identity,good characters,green eyes,black hair,female characters,living characters,4.0,,
nebulo (earth-616),public identity,bad characters,,no hair,male characters,living characters,12.0,oct-68,1968.0
angerboda (earth-616),,,,blond hair,female characters,deceased characters,2.0,oct-85,1985.0
rochester (earth-616),,bad characters,,,male characters,living characters,2.0,nov-89,1989.0
armena ortega (earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,living characters,11.0,aug-04,2004.0
slagmire (earth-616),public identity,bad characters,,brown hair,male characters,living characters,1.0,feb-90,1990.0
gordon thomas (earth-616),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,14.0,nov-00,2000.0
maso katoro (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,1.0,dec-43,1943.0
les (esu) (earth-616),public identity,neutral characters,,auburn hair,male characters,living characters,1.0,jul-90,1990.0
axe (mutant) (earth-616),,bad characters,brown eyes,brown hair,male characters,deceased characters,4.0,sep-83,1983.0
the wizard (android) (earth-616),,bad characters,,,male characters,living characters,1.0,jul-70,1970.0
rust (earth-616),secret identity,bad characters,,,male characters,living characters,1.0,feb-89,1989.0
walter slocum (earth-616),secret identity,bad characters,,red hair,male characters,living characters,2.0,feb-93,1993.0
maximus jensen (earth-616),secret identity,bad characters,grey eyes,grey hair,male characters,deceased characters,23.0,nov-04,2004.0
diomedes (earth-616),,,,black hair,male characters,living characters,2.0,nov-79,1979.0
josef stalin (earth-616),public identity,bad characters,,black hair,male characters,living characters,2.0,dec-43,1943.0
lily saunders (earth-616),no dual identity,good characters,,blond hair,female characters,living characters,1.0,apr-40,1940.0
max young (earth-616),public identity,bad characters,,,male characters,deceased characters,4.0,jun-66,1966.0
wolfgang heinrich (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,1.0,oct-86,1986.0
rawhide kid (earth-616),secret identity,good characters,,blond hair,male characters,living characters,16.0,mar-55,1955.0
lorna kleinfeldt (earth-616),public identity,good characters,,grey hair,female characters,living characters,14.0,jun-92,1992.0
