name,id,align,eye,hair,sex,alive,appearances,timeline
silverfox (canadian) (earth-616),secret identity,not-available,blue eyes,black hair,female characters,deceased characters,39.0,1989-08-01
luz santos (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,5.0,1996-02-01
memento mori (earth-616),secret identity,bad characters,brown eyes,bald,male characters,deceased characters,3.0,not-available
cerberus (shogun warriors) (earth-616),secret identity,bad characters,not-available,no hair,not-available,living characters,2.0,1979-08-01
glenn reeper (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,1.0,1978-03-01
malachi toomes (earth-616),public identity,bad characters,not-available,bald,male characters,deceased characters,2.0,1980-07-01
elizabeth twoyoungmen (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,103.0,1983-12-01
robert herman (earth-616),secret identity,neutral characters,not-available,no hair,male characters,living characters,65.0,2001-10-01
michael jeffries (earth-616),public identity,good characters,not-available,brown hair,male characters,deceased characters,19.0,1992-10-01
shawna lynde (earth-616),no dual identity,good characters,not-available,brown hair,female characters,living characters,11.0,1981-12-01
zarek (earth-616),public identity,bad characters,blue eyes,bald,male characters,living characters,22.0,1967-12-01
snipe gooligan (earth-616),public identity,good characters,not-available,brown hair,male characters,living characters,2.0,1946-11-01
gabriella sapristi (earth-616),not-available,good characters,not-available,black hair,female characters,living characters,2.0,1986-11-01
chester orsen (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,1.0,1940-05-01
fletcher heggs (earth-616),secret identity,bad characters,not-available,not-available,male characters,deceased characters,3.0,1982-10-01
sean mckeever (earth-616),public identity,not-available,not-available,blond hair,male characters,living characters,20.0,1995-09-01
eleanor bennett (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,living characters,5.0,2013-01-01
flaming star (earth-616),public identity,good characters,not-available,black hair,male characters,living characters,3.0,1967-02-01
chance (fallen angels) (earth-616),secret identity,good characters,black eyes,black hair,female characters,living characters,12.0,1987-04-01
sigurd (earth-616),secret identity,bad characters,green eyes,brown hair,male characters,living characters,1.0,1964-12-01
xandarian worldmind (earth-616),public identity,good characters,not-available,not-available,not-available,living characters,52.0,1977-04-01
hotei osho (earth-616),public identity,good characters,not-available,no hair,male characters,living characters,1.0,1982-08-01
scope (criminal) (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1990-05-01
lysander (bloodseed),not-available,not-available,not-available,auburn hair,male characters,living characters,2.0,1993-10-01
louis lembert (earth-616),secret identity,not-available,not-available,blond hair,male characters,living characters,12.0,1988-07-01
carthus (earth-616),public identity,neutral characters,not-available,no hair,male characters,living characters,11.0,1998-12-01
cauldron (earth-616),secret identity,bad characters,green eyes,no hair,male characters,living characters,4.0,2006-01-01
maxwell glenn (earth-616),no dual identity,neutral characters,not-available,not-available,male characters,living characters,2.0,1976-06-01
salamandra (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,4.0,2004-08-01
simon steele (earth-616),not-available,bad characters,not-available,white hair,male characters,living characters,5.0,1986-01-01
axel cluney (earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,8.0,2001-07-01
jonathan ware (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1946-12-01
artume (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,deceased characters,10.0,2008-11-01
protectroids,not-available,not-available,not-available,not-available,not-available,living characters,1.0,1976-03-01
khordes (earth-616),public identity,not-available,not-available,not-available,male characters,living characters,4.0,1975-02-01
steelshot (earth-616),public identity,bad characters,not-available,not-available,not-available,living characters,2.0,1985-12-01
sidney crumb (earth-616),secret identity,neutral characters,not-available,brown hair,male characters,living characters,11.0,1983-04-01
taranith gestal (earth-616),not-available,bad characters,red eyes,no hair,not-available,deceased characters,3.0,1983-05-01
grigar (earth-616),not-available,not-available,not-available,brown hair,male characters,living characters,9.0,1974-04-01
josh kittling (earth-616),public identity,not-available,not-available,black hair,male characters,living characters,13.0,1969-01-01
the owl (wwii) (earth-616),secret identity,bad characters,not-available,brown hair,male characters,living characters,1.0,1942-09-01
robert zepheniah (earth-616),secret identity,good characters,not-available,black hair,male characters,living characters,2.0,2002-05-01
zharkah (earth-616),no dual identity,not-available,black eyes,black hair,female characters,living characters,6.0,1989-08-01
whiteface (earth-616),not-available,good characters,not-available,not-available,not-available,living characters,6.0,1985-05-01
franz heinrich (earth-616),public identity,neutral characters,not-available,bald,male characters,living characters,1.0,1951-06-01
heidi sladkin (earth-616),secret identity,good characters,red eyes,no hair,female characters,living characters,15.0,1995-09-01
beasts of berlin (earth-616),not-available,bad characters,not-available,brown hair,not-available,living characters,6.0,1964-10-01
timothy dugan (skrull) (earth-616),secret identity,bad characters,green eyes,no hair,male characters,deceased characters,28.0,2008-07-01
mr. munroe (earth-616),secret identity,good characters,brown eyes,bald,male characters,living characters,3.0,2006-07-01
brander (earth-616),secret identity,bad characters,not-available,bald,male characters,living characters,1.0,1942-12-01
dynamic man (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,18.0,1940-03-01
o.z. chase (earth-616),public identity,good characters,black eyes,white hair,male characters,living characters,9.0,1985-07-01
mister clean (ucwf) (earth-616),not-available,not-available,not-available,bald,male characters,living characters,1.0,1986-01-01
fox (outlaw) (earth-616),public identity,bad characters,not-available,brown hair,male characters,deceased characters,1.0,1950-06-01
lucky (earth-616),no dual identity,good characters,brown eyes,not-available,male characters,living characters,18.0,2012-10-01
william wesley (earth-616),public identity,good characters,not-available,not-available,male characters,deceased characters,2.0,1989-10-01
technarx (heroes reborn) (earth-616),secret identity,not-available,not-available,not-available,male characters,living characters,4.0,2000-01-01
kali (goddess) (earth-616),not-available,not-available,black eyes,black hair,female characters,living characters,2.0,1986-12-01
joseph stalin (earth-616),public identity,bad characters,brown eyes,grey hair,male characters,deceased characters,13.0,1968-02-01
